"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
67,"+65","Mujer","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Catalán","2","Votó","Votó","ERC","","ERC",9,"ERC","","ERC","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,"No marcado","No marcado",,"Algo probable",,"Poco probable",,"Poco probable","Muy probable",,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.97446209192276,0.613819359938105
65,"+65","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Todos votan","Mucho","Centralizado",0.980299234390259,1.55956127518226
73,"+65","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Público","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable",,"Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Mantener",0.981926143169403,0.27470868658717
69,"+65","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabajo doméstico","Autónomo","Entre 2000 y 2999 euros","Católico practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Mantener",0.98139476776123,0.652073616923126
59,"55-64","Mujer","Andalucía","Sí","Menos de 2000 habitantes","Universitaria","Parado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Muy probable","Algo probable","Poco probable",,,,,,,,"Pedro Sánchez","","Mitad vota","Bastante","Mantener",0.936032772064209,0.364798437300392
66,"+65","Mujer","Islas Canarias","No","Entre 10.000 y 49.999 habitantes","Universitaria","Jubilado","Privado","Menos de 1000 euros","Católico practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado","Muy probable",,,,,,,,,,"Algo probable",,,"Feijóo","","Todos votan","Poco","Mantener",0.962257504463196,1.47076859699962
66,"+65","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","Sumar","","Sumar",9,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Poco probable",,"Muy probable","Algo probable",,,,,,,,,"Yolanda Díaz / Sumar","","Todos votan","Bastante","Mantener",0.975062072277069,0.830392102174129
67,"+65","Mujer","Cataluña","Sí","Más de 500.000 habitantes","Bachillerato","Jubilado","Privado","Entre 3000 y 5000 euros","Católico no practicante","Catalán","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable",,"Muy probable","Poco probable",,,,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.977735161781311,1.35069682370101
73,"+65","Mujer","Cataluña","Sí","Más de 500.000 habitantes","Bachillerato","Jubilado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Feijóo","","Mayoría vota","Mucho","Mantener",0.969243288040161,1.00138298220775
65,"+65","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","6","Votó","Votó","PSOE","","PSOE",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,,,,,,,,,,,"Ninguno","","Todos votan","Bastante","Centralizado",0.96724259853363,1.11064966981933
68,"+65","Mujer","Cataluña","No","Entre 50.000 y 99.999 habitantes","Secundaria/ESO","Jubilado","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Catalán","2","Votó","Votó","Junts","","Junts",10,"Junts","","Junts","Regionales",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,"No marcado","No marcado",,,,,,,,"Muy probable",,,,,,"Pedro Sánchez","","Mayoría vota","Bastante","Federal",0.974399268627167,0.505286942372365
68,"+65","Mujer","Principado de Asturias","No","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Público","Entre 2000 y 2999 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Poco probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Centralizado",0.972615242004395,0.57897931206278
67,"+65","Mujer","Región de Murcia","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Público","Entre 2000 y 2999 euros","Católico no practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Feijóo","","Todos votan","Mucho","Centralizado",0.988263845443726,0.928963398323376
75,"+65","Mujer","País Vasco","Sí","Entre 2000 y 9.999 habitantes","FP","Jubilado","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Vasco","0 Extr. izq.","Votó","Votó","Bildu","","Bildu",10,"Bildu","","Bildu","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"No marcado","No marcado",,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable",,,,"Poco probable","Muy probable",,,,"Gabriel Rufián","","Mayoría vota","Bastante","Federal",0.958719730377197,0.856623827409936
69,"+65","Mujer","Región de Murcia","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Autónomo","Entre 3000 y 5000 euros","Católico practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Algo probable",,,,,,,,,,,,"Feijóo","","Mayoría vota","Bastante","Mantener",0.964825749397278,1.75946902621621
68,"+65","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Bachillerato","Jubilado","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","5","Votó","Votó","PP","","PP",9,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,,,,,,,,,,,"Feijóo","","Todos votan","Poco","Federal",0.965309143066406,0.823416224156263
64,"55-64","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","1","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Mantener",0.983472108840942,1.11165885713783
80,"+65","Mujer","Extremadura","No","Entre 2000 y 9.999 habitantes","Bachillerato","Jubilado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Otra","5","Votó","Votó","Otro","PACMA","Otros",10,"Otros","","Otro","Otros","Otro","PACMA","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable",,,,"Algo probable",,,,,,,,"Ninguno","","Mayoría vota","Poco","Centralizado",0.862929165363312,0.37907577478661
66,"+65","Mujer","Islas Canarias","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabajo doméstico","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","7","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado","Muy probable",,,,,,,,,,"Algo probable",,,"Feijóo","","Mayoría vota","Bastante","Centralizado",0.970440626144409,2.24583903462387
69,"+65","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","FP","Jubilado","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"Otros","","Otros","Sumar","Ninguno","","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"Nunca votaría","No marcado","Poco probable","Poco probable","Poco probable","Algo probable","Poco probable","Poco probable",,,,,,,,"NS","","Todos votan","Bastante","Mantener",0.893400311470032,1.07061191054477
66,"+65","Mujer","Islas Canarias","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Poco probable",,,,,,"Algo probable",,,"Gabriel Rufián","",,"Bastante","Mantener",0.957156121730804,0.410387001754855
66,"+65","Mujer","Comunidad de Madrid","Sí","Entre 50.000 y 99.999 habitantes","FP","Jubilado","Privado","Entre 2000 y 2999 euros",,"Castellano","5","Votó","Votó","Blanco","","Blanco",3,"Otros","","Otros","Sumar","Ninguno","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Algo probable","Poco probable","Poco probable",,,,,,,,"Ninguno","","Todos votan","Bastante","Mantener",0.921133518218994,0.190641657637749
69,"+65","Mujer","Andalucía","Sí","Entre 100.000 y 500.000 habitantes","Primaria","Trabaja","Privado","Menos de 1000 euros","Católico no practicante","Castellano","1","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.972684621810913,0.771293846156912
77,"+65","Mujer","Comunidad Valenciana","Sí","Entre 50.000 y 99.999 habitantes","Secundaria/ESO","Jubilado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Catalán","6","Votó","Votó","PSOE","","PSOE",7,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Muy probable",,"Poco probable","Poco probable",,,,,,,,,"Ninguno","","Todos votan","Poco","Federal",0.932763516902924,0.298626307961646
52,"45-54","Mujer","Comunidad Valenciana","Sí","Más de 500.000 habitantes","Bachillerato","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,,,,,,,,,,,"Feijóo","","Todos votan","Bastante","Mantener",0.979977786540985,0.597960178674735
76,"+65","Mujer","Comunidad de Madrid","No","Entre 50.000 y 99.999 habitantes","Bachillerato","Trabajo doméstico","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Mayoría vota","Bastante","Mantener",0.97221565246582,1.56113214669193
56,"55-64","Mujer","Andalucía","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","4","Votó","Votó","PSOE","","PSOE",2,"Blanco","","Blanco","Abstención",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Ninguno","","Mayoría vota","Bastante","Federal",0.530022025108337,1.30239884734779
71,"+65","Mujer","Comunidad Valenciana","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Público","Entre 1000 y 1999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Poco probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.971702098846436,0.298325818627537
68,"+65","Mujer","Castilla y León","Sí","Entre 50.000 y 99.999 habitantes","Bachillerato","Trabajo doméstico","Otro","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Mayoría vota","Poco","Centralizado",0.931488990783691,0.379815648864689
67,"+65","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Jubilado","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","Sumar","","Sumar",10,"Sumar-Compromis","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Muy probable","Muy probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Mucho","Federal",0.9811190366745,0.941172323990559
66,"+65","Mujer","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","Primaria","Trabajo doméstico","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","No suele votar","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","","Todos votan","Nada","Centralizado",0.146721601486206,4.05014500535245
66,"+65","Mujer","Aragón","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"Otros","","PP","PP","PP","","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,"Poco probable",,,,,,,,"Feijóo","","Todos votan","Bastante","Centralizado",0.97573721408844,1.58494016995503
65,"+65","Mujer","Islas Canarias","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Público","Más de 5000 euros","Católico no practicante","Castellano","6","Votó","Votó","CC","","CC",6,"CC","","CC","Regionales",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado","Algo probable",,,,,,,,,,"Algo probable",,,"Ninguno","","Todos votan","Bastante","Federal",0.957809448242188,1.46155983491152
67,"+65","Mujer","Región de Murcia","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Jubilado","Autónomo","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",5,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable",,,,,,,,,,,,,"Feijóo","","Pocos votan","Bastante","Centralizado",0.940419852733612,0.45146277612092
72,"+65","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Otro","Entre 2000 y 2999 euros","Católico practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Feijóo","","Todos votan","Mucho","Centralizado",0.984192788600922,0.823416224156263
65,"+65","Mujer","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","FP","Jubilado","Autónomo","Entre 2000 y 2999 euros","Católico no practicante","Vasco","3","Votó","Votó","Bildu","","Bildu",10,"Bildu","","Bildu","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,"No marcado","No marcado",,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable","Poco probable",,,"Algo probable","Muy probable",,,,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.953809082508087,0.833185466821005
65,"+65","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Parado","Autónomo","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","Sumar","","Sumar",7,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Muy probable","Muy probable",,,,,,,,,"Pedro Sánchez","","Mayoría vota","Poco","Centralizado",0.903751790523529,0.38901068799264
43,"35-44","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Autónomo","Más de 5000 euros","Católico practicante","Castellano","3","Votó","Votó","Sumar","","Sumar",10,"Sumar","","Sumar","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable",,"Muy probable","Poco probable","Poco probable",,,,,,,,"Yolanda Díaz / Sumar","","Todos votan","Bastante","Federal",0.931845247745514,1.15438668284238
69,"+65","Mujer","Andalucía","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Público","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Otro","Ciudadanos","Otros",10,"Blanco","","Blanco","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable",,"Muy probable","Poco probable","Poco probable",,,,,,,,"Gabriel Rufián","","Todos votan","Mucho","Centralizado",0.969472050666809,0.323792086114887
72,"+65","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Público","Entre 2000 y 2999 euros","Católico practicante","Castellano","6","Votó","Votó","PP","","PP",8,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable",,"Poco probable",,,,,,,,,,,"Feijóo","",,"Bastante","Mantener",0.951776623725891,0.793732930259545
60,"55-64","Hombre","Comunidad de Madrid","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",9,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Poco probable",,,,,,,,,,,"Feijóo","","Todos votan","Bastante","Mantener",0.969202220439911,1.62287204759648
59,"55-64","Hombre","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,"Poco probable",,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.965596258640289,0.348208970201299
63,"55-64","Hombre","Cataluña","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Ateo/agnóstico","Catalán","2","No pudo","Abstención",,"","Abstención",7,"Otros","","Otro","Otros","Otro","CUP","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,"Poco probable","Poco probable",,"Algo probable","Algo probable",,,,,,"Ninguno","","Todos votan","Mucho","Federal",0.791591227054596,2.34856249979499
58,"55-64","Hombre","Aragón","Sí","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Muy probable",,,,,,,,,,,"Abascal","","Mayoría vota","Bastante","Federal",0.970520794391632,0.31222267958155
59,"55-64","Hombre","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable",,,"Algo probable",,,,,,,,"Feijóo","","Todos votan","Poco","Centralizado",0.968240261077881,1.4988969276119
64,"55-64","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Público","Más de 5000 euros",,"Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Muy probable","Poco probable","Poco probable","Poco probable",,,,,,,,"Abascal","","Todos votan","Bastante","Centralizado",0.97442889213562,1.41628091228227
62,"55-64","Hombre","Comunidad de Madrid","Sí","Más de 500.000 habitantes","FP","Parado","Privado","Menos de 1000 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"Podemos","","Podemos","Podemos",,"","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,,"Muy probable",,,,,,,,,"Irene Montero","","Mayoría vota","Bastante","Centralizado",0.943482756614685,0.656389678764986
57,"55-64","Mujer","Galicia","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Gallego","1","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","No marcado",,"Muy probable",,"Algo probable","Poco probable","Poco probable",,,,,,"Poco probable",,"Pedro Sánchez","","Todos votan","Mucho","Federal",0.97023206949234,0.338162684748509
55,"55-64","Hombre","Principado de Asturias","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabaja","Público","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Nulo","","Nulo",10,"Nulo","","Nulo","Nulo",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"Nunca votaría","No marcado",,,,,,,,,,,,,,"Otro","yo","Todos votan","Bastante","Mantener",0.935775279998779,0.242675044826085
61,"55-64","Hombre","Comunidad de Madrid","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Jubilado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano",,"Votó","Abstención",,"","Abstención",5,"Blanco","","Blanco","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","","Todos votan","Bastante","Centralizado",0.182693272829056,0.954128335164116
58,"55-64","Hombre","Andalucía","Sí","Más de 500.000 habitantes","Secundaria/ESO","Parado","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","1","Votó","Votó","Sumar","","Sumar",10,"Sumar","","Sumar","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable",,"Algo probable",,,,,,,,,,"Yolanda Díaz / Sumar","","Mayoría vota","Mucho","Mantener",0.933789968490601,0.886579882949987
61,"55-64","Hombre","Comunidad de Madrid","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Muy probable",,,,"Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Poco","Centralizado",0.947719216346741,1.08519686778022
55,"55-64","Mujer","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Privado","Menos de 1000 euros","Católico no practicante","Catalán","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Feijóo","","Mayoría vota","Poco","Federal",0.912369966506958,1.23111927223769
